Year,Circuit,Type of Action,Pending at Start,Filed,Total Caseload,Terminated,Pending at End
2010,Third Circuit,Vandalism,68.0,19.0,87.0,21.0,66.0
2010,Third Circuit,Weapons,86.0,19.0,105.0,31.0,74.0
2010,Third Circuit,Prostitution,,,,,
2010,Third Circuit,Sex Offenses,39.0,18.0,57.0,14.0,43.0
2010,Third Circuit,Narcotic Drug Laws,749.0,221.0,970.0,189.0,781.0
2010,Third Circuit,Gambling,3.0,,3.0,,3.0
2010,Third Circuit,Offenses Against Family & Children,46.0,36.0,82.0,28.0,54.0
2010,Third Circuit,Driving Under the Influence,18.0,21.0,39.0,9.0,30.0
2010,Third Circuit,Liquor Laws,3.0,,3.0,,3.0
2010,Third Circuit,Disorderly Conduct,2.0,4.0,6.0,2.0,4.0
2010,Third Circuit,All Other Offenses (Except Traffic),338.0,119.0,457.0,106.0,351.0
2010,Third Circuit,Traffic Offenses,48.0,15.0,63.0,10.0,53.0
2010,Fifth Circuit,TOTAL CASES,3390.0,882.0,4272.0,464.0,3808.0
2010,Fifth Circuit,Civil Actions,739.0,304.0,1043.0,215.0,828.0
2010,Fifth Circuit,Contract,155.0,68.0,223.0,38.0,185.0
2010,Fifth Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",92.0,26.0,118.0,26.0,92.0
2010,Fifth Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",116.0,32.0,148.0,25.0,123.0
2010,Fifth Circuit,Condemnation,1.0,,1.0,,1.0
2010,Fifth Circuit,Other Civil Action,375.0,178.0,553.0,126.0,427.0
2010,Fifth Circuit,District Court Transfers,,,,,
2010,Fifth Circuit,Probate Proceedings,500.0,85.0,585.0,28.0,557.0
2010,Fifth Circuit,Probate Intestate,67.0,2.0,69.0,1.0,68.0
2010,Fifth Circuit,Probate Testate,129.0,8.0,137.0,2.0,135.0
2010,Fifth Circuit,Special Administration,86.0,8.0,94.0,1.0,93.0
2010,Fifth Circuit,Small Estate,15.0,10.0,25.0,13.0,12.0
2010,Fifth Circuit,Informal Will,66.0,19.0,85.0,1.0,84.0
2010,Fifth Circuit,Other,137.0,38.0,175.0,10.0,165.0
2010,Fifth Circuit,Conservatorship/Guardianship Proceedings,314.0,16.0,330.0,11.0,319.0
2010,Fifth Circuit,Conservatorship/Guardianship,18.0,5.0,23.0,,23.0
2010,Fifth Circuit,Conservatorship,46.0,11.0,57.0,5.0,52.0
2010,Fifth Circuit,Guardianship,250.0,,250.0,6.0,244.0
2010,Fifth Circuit,Trust Proceedings,17.0,1.0,18.0,,18.0
2010,Fifth Circuit,Miscellaneous Proceedings,545.0,115.0,660.0,18.0,642.0
2010,Fifth Circuit,Mechanic's and Materialman's Lien,38.0,8.0,46.0,3.0,43.0
2010,Fifth Circuit,Other Special Proceedings,507.0,107.0,614.0,15.0,599.0
2010,Fifth Circuit,Criminal Actions,1275.0,361.0,1636.0,192.0,1444.0
2010,Fifth Circuit,Part I,470.0,136.0,606.0,68.0,538.0
2010,Fifth Circuit,Murder & Non-Negligent Manslaughter,14.0,,14.0,2.0,12.0
2010,Fifth Circuit,Negligent Homicide,7.0,,7.0,3.0,4.0
2010,Fifth Circuit,Forcible Rape,15.0,2.0,17.0,1.0,16.0
2010,Fifth Circuit,Robbery,17.0,4.0,21.0,2.0,19.0
2010,Fifth Circuit,Aggravated Assault,131.0,38.0,169.0,22.0,147.0
2010,Fifth Circuit,Burglary,74.0,35.0,109.0,8.0,101.0
2010,Fifth Circuit,Larceny-Theft,178.0,46.0,224.0,24.0,200.0
2010,Fifth Circuit,Auto Theft,34.0,11.0,45.0,6.0,39.0
2010,Fifth Circuit,Part II,805.0,225.0,1030.0,124.0,906.0
2010,Fifth Circuit,Other Assaults,54.0,17.0,71.0,11.0,60.0
2010,Fifth Circuit,Arson,7.0,1.0,8.0,2.0,6.0
2010,Fifth Circuit,Forgery and Counterfeiting,31.0,6.0,37.0,4.0,33.0
2010,Fifth Circuit,Fraud,19.0,8.0,27.0,4.0,23.0
2010,Fifth Circuit,Embezzlement,3.0,2.0,5.0,,5.0
2010,Fifth Circuit,Vandalism,21.0,7.0,28.0,6.0,22.0
2010,Fifth Circuit,Weapons,38.0,12.0,50.0,6.0,44.0
2010,Fifth Circuit,Prostitution,,,,,
2010,Fifth Circuit,Sex Offenses,44.0,5.0,49.0,9.0,40.0
2010,Fifth Circuit,Narcotic Drug Laws,321.0,72.0,393.0,39.0,354.0
2010,Fifth Circuit,Gambling,1.0,,1.0,,1.0
2010,Fifth Circuit,Offenses Against Family & Children,34.0,4.0,38.0,8.0,30.0
2010,Fifth Circuit,Driving Under the Influence,7.0,1.0,8.0,,8.0
2010,Fifth Circuit,Liquor Laws,,,,,
2010,Fifth Circuit,Disorderly Conduct,3.0,1.0,4.0,,4.0
2010,Fifth Circuit,All Other Offenses (Except Traffic),218.0,75.0,293.0,33.0,260.0
2010,Fifth Circuit,Traffic Offenses,5.0,13.0,18.0,2.0,16.0
2009,First Circuit,TOTAL CASES,22815.0,7043.0,29858.0,5487.0,24371.0
2009,First Circuit,Civil Actions,3920.0,2869.0,6789.0,2253.0,4536.0
2009,First Circuit,Contract,659.0,624.0,1283.0,442.0,841.0
2009,First Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",747.0,413.0,1160.0,477.0,683.0
2009,First Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",786.0,356.0,1142.0,379.0,763.0
2009,First Circuit,Condemnation,15.0,5.0,20.0,5.0,15.0
2009,First Circuit,Other Civil Action,1681.0,1431.0,3112.0,935.0,2177.0
2009,First Circuit,District Court Transfers,32.0,40.0,72.0,15.0,57.0
2009,First Circuit,Probate Proceedings,4659.0,699.0,5358.0,121.0,5237.0
2009,First Circuit,Probate Intestate,93.0,18.0,111.0,3.0,108.0
2009,First Circuit,Probate Testate,501.0,44.0,545.0,16.0,529.0
2009,First Circuit,Special Administration,1925.0,257.0,2182.0,48.0,2134.0
2009,First Circuit,Small Estate,9.0,1.0,10.0,3.0,7.0
2009,First Circuit,Informal Will,1780.0,287.0,2067.0,22.0,2045.0
2009,First Circuit,Other,351.0,92.0,443.0,29.0,414.0
2009,First Circuit,Conservatorship/Guardianship Proceedings,5043.0,149.0,5192.0,111.0,5081.0
2009,First Circuit,Conservatorship/Guardianship,78.0,24.0,102.0,3.0,99.0
2009,First Circuit,Conservatorship,404.0,125.0,529.0,19.0,510.0
2009,First Circuit,Guardianship,4561.0,,4561.0,89.0,4472.0
2009,First Circuit,Trust Proceedings,911.0,192.0,1103.0,71.0,1032.0
2009,First Circuit,Miscellaneous Proceedings,702.0,965.0,1667.0,771.0,896.0
2009,First Circuit,Land Court,65.0,275.0,340.0,71.0,269.0
2009,First Circuit,Tax Appeal Court,372.0,102.0,474.0,206.0,268.0
2009,First Circuit,Mechanic's and Materialman's Lien,53.0,113.0,166.0,82.0,84.0
2009,First Circuit,Other Special Proceedings,212.0,475.0,687.0,412.0,275.0
2009,First Circuit,Criminal Actions @,7580.0,2169.0,9749.0,2160.0,7589.0
2009,First Circuit,Part I,3260.0,1089.0,4349.0,995.0,3354.0
2009,First Circuit,Murder & Non-Negligent Manslaughter,79.0,35.0,114.0,35.0,79.0
2009,First Circuit,Negligent Homicide,41.0,10.0,51.0,10.0,41.0
2009,First Circuit,Forcible Rape,39.0,16.0,55.0,15.0,40.0
2009,First Circuit,Robbery,233.0,116.0,349.0,97.0,252.0
2009,First Circuit,Aggravated Assault,641.0,237.0,878.0,219.0,659.0
2009,First Circuit,Burglary,443.0,189.0,632.0,167.0,465.0
2009,First Circuit,Larceny-Theft,1173.0,339.0,1512.0,290.0,1222.0
2009,First Circuit,Auto Theft,611.0,147.0,758.0,162.0,596.0
2009,First Circuit,Part II,4320.0,1080.0,5400.0,1165.0,4235.0
2009,First Circuit,Other Assaults,343.0,89.0,432.0,76.0,356.0
2009,First Circuit,Arson,11.0,20.0,31.0,7.0,24.0
2009,First Circuit,Forgery and Counterfeiting,304.0,30.0,334.0,44.0,290.0
2009,First Circuit,Fraud,220.0,25.0,245.0,20.0,225.0
2009,First Circuit,Embezzlement,1.0,,1.0,,1.0
2009,First Circuit,Stolen Property,10.0,,10.0,1.0,9.0
2009,First Circuit,Vandalism,129.0,24.0,153.0,28.0,125.0
2009,First Circuit,Weapons,128.0,38.0,166.0,24.0,142.0
2009,First Circuit,Prostitution,7.0,2.0,9.0,1.0,8.0
2009,First Circuit,Sex Offenses,193.0,62.0,255.0,73.0,182.0
2009,First Circuit,Narcotic Drug Laws,1446.0,348.0,1794.0,436.0,1358.0
2009,First Circuit,Gambling,43.0,1.0,44.0,2.0,42.0
2009,First Circuit,Offenses Against Family & Children,108.0,49.0,157.0,53.0,104.0
2009,First Circuit,Driving Under the Influence,100.0,38.0,138.0,34.0,104.0
2009,First Circuit,Liquor Laws,36.0,6.0,42.0,5.0,37.0
2009,First Circuit,Disorderly Conduct,14.0,3.0,17.0,4.0,13.0
2009,First Circuit,All Other Offenses (Except Traffic),1020.0,289.0,1309.0,288.0,1021.0
2009,First Circuit,Traffic Offenses,207.0,56.0,263.0,66.0,197.0
2009,Second Circuit,TOTAL CASES,4721.0,1971.0,6692.0,1483.0,5209.0
2009,Second Circuit,Civil Actions,1148.0,870.0,2018.0,646.0,1372.0
2009,Second Circuit,Contract,214.0,205.0,419.0,148.0,271.0
2009,Second Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",169.0,80.0,249.0,100.0,149.0
2009,Second Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",215.0,93.0,308.0,94.0,214.0
2009,Second Circuit,Condemnation,7.0,2.0,9.0,1.0,8.0
2009,Second Circuit,Other Civil Action,534.0,488.0,1022.0,296.0,726.0
2009,Second Circuit,District Court Transfers,9.0,2.0,11.0,7.0,4.0
2009,Second Circuit,Probate Proceedings,954.0,199.0,1153.0,99.0,1054.0
2009,Second Circuit,Probate Intestate,58.0,12.0,70.0,9.0,61.0
2009,Second Circuit,Probate Testate,94.0,16.0,110.0,10.0,100.0
2009,Second Circuit,Special Administration,303.0,65.0,368.0,15.0,353.0
2009,Second Circuit,Small Estate,25.0,19.0,44.0,20.0,24.0
2009,Second Circuit,Informal Will,306.0,33.0,339.0,5.0,334.0
2009,Second Circuit,Other,168.0,54.0,222.0,40.0,182.0
2009,Second Circuit,Conservatorship/Guardianship Proceedings,543.0,46.0,589.0,25.0,564.0
2009,Second Circuit,Conservatorship/Guardianship,15.0,6.0,21.0,2.0,19.0
2009,Second Circuit,Conservatorship,78.0,40.0,118.0,5.0,113.0
2009,Second Circuit,Guardianship,450.0,,450.0,18.0,432.0
2009,Second Circuit,Trust Proceedings,82.0,9.0,91.0,1.0,90.0
2009,Second Circuit,Miscellaneous Proceedings,266.0,143.0,409.0,57.0,352.0
2009,Second Circuit,Mechanic's and Materialman's Lien,36.0,36.0,72.0,17.0,55.0
2009,Second Circuit,Other Special Proceedings,230.0,107.0,337.0,40.0,297.0
2009,Second Circuit,Criminal Actions @,1728.0,704.0,2432.0,655.0,1777.0
2009,Second Circuit,Part I,678.0,293.0,971.0,240.0,731.0
2009,Second Circuit,Murder & Non-Negligent Manslaughter,11.0,7.0,18.0,2.0,16.0
2009,Second Circuit,Negligent Homicide,8.0,2.0,10.0,3.0,7.0
2009,Second Circuit,Forcible Rape,8.0,1.0,9.0,1.0,8.0
2009,Second Circuit,Robbery,12.0,15.0,27.0,12.0,15.0
2009,Second Circuit,Aggravated Assault,113.0,83.0,196.0,58.0,138.0
2009,Second Circuit,Burglary,121.0,62.0,183.0,41.0,142.0
2009,Second Circuit,Larceny-Theft,328.0,99.0,427.0,91.0,336.0
2009,Second Circuit,Auto Theft,77.0,24.0,101.0,32.0,69.0
2009,Second Circuit,Part II,1050.0,411.0,1461.0,415.0,1046.0
2009,Second Circuit,Other Assaults,16.0,25.0,41.0,28.0,13.0
2009,Second Circuit,Arson,6.0,7.0,13.0,3.0,10.0
2009,Second Circuit,Forgery and Counterfeiting,102.0,29.0,131.0,38.0,93.0
2009,Second Circuit,Fraud,131.0,5.0,136.0,13.0,123.0
2009,Second Circuit,Embezzlement,2.0,,2.0,,2.0
2009,Second Circuit,Stolen Property,8.0,,8.0,,8.0
2009,Second Circuit,Vandalism,28.0,14.0,42.0,8.0,34.0
2009,Second Circuit,Weapons,55.0,29.0,84.0,16.0,68.0
2009,Second Circuit,Prostitution,,,,,
2009,Second Circuit,Sex Offenses,13.0,8.0,21.0,10.0,11.0
2009,Second Circuit,Narcotic Drug Laws,452.0,177.0,629.0,177.0,452.0
2009,Second Circuit,Gambling,7.0,10.0,17.0,9.0,8.0
2009,Second Circuit,Offenses Against Family & Children,8.0,6.0,14.0,6.0,8.0
2009,Second Circuit,Driving Under the Influence,10.0,8.0,18.0,4.0,14.0
2009,Second Circuit,Liquor Laws,5.0,1.0,6.0,4.0,2.0
2009,Second Circuit,Disorderly Conduct,3.0,2.0,5.0,3.0,2.0
2009,Second Circuit,All Other Offenses (Except Traffic),179.0,81.0,260.0,80.0,180.0
2009,Second Circuit,Traffic Offenses,25.0,9.0,34.0,10.0,24.0
2009,Third Circuit,TOTAL CASES,6614.0,2370.0,8984.0,1953.0,7031.0
2009,Third Circuit,Civil Actions,2210.0,925.0,3135.0,645.0,2490.0
2009,Third Circuit,Contract,421.0,190.0,611.0,138.0,473.0
2009,Third Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",319.0,69.0,388.0,101.0,287.0
2009,Third Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",338.0,59.0,397.0,69.0,328.0
2009,Third Circuit,Condemnation,16.0,4.0,20.0,4.0,20.0
2009,Third Circuit,Other Civil Action,1114.0,602.0,1716.0,337.0,1379.0
2009,Third Circuit,District Court Transfers,2.0,1.0,3.0,1.0,2.0
2009,Third Circuit,Probate Proceedings,631.0,301.0,932.0,203.0,729.0
2009,Third Circuit,Probate Intestate,42.0,10.0,52.0,2.0,50.0
2009,Third Circuit,Probate Testate,39.0,10.0,49.0,4.0,45.0
2009,Third Circuit,Special Administration,260.0,105.0,365.0,48.0,317.0
2009,Third Circuit,Small Estate,55.0,53.0,108.0,63.0,45.0
2009,Third Circuit,Informal Will,180.0,54.0,234.0,31.0,203.0
2009,Third Circuit,Other,55.0,69.0,124.0,55.0,69.0
2009,Third Circuit,Conservatorship/Guardianship Proceedings,711.0,47.0,758.0,24.0,734.0
2009,Third Circuit,Conservatorship/Guardianship,24.0,6.0,30.0,1.0,29.0
2009,Third Circuit,Conservatorship,112.0,41.0,153.0,12.0,141.0
2009,Third Circuit,Guardianship,575.0,,575.0,11.0,564.0
2009,Third Circuit,Trust Proceedings,30.0,25.0,55.0,17.0,38.0
2009,Third Circuit,Miscellaneous Proceedings,229.0,156.0,385.0,114.0,271.0
2009,Third Circuit,Mechanic's and Materialman's Lien,51.0,44.0,95.0,41.0,54.0
2009,Third Circuit,Other Special Proceedings,178.0,112.0,290.0,73.0,217.0
2009,Third Circuit,Criminal Actions @,2803.0,916.0,3719.0,950.0,2769.0
2009,Third Circuit,Part I,1021.0,348.0,1369.0,363.0,1006.0
2009,Third Circuit,Murder & Non-Negligent Manslaughter,27.0,9.0,36.0,11.0,25.0
2009,Third Circuit,Negligent Homicide,15.0,3.0,18.0,7.0,11.0
2009,Third Circuit,Forcible Rape,15.0,2.0,17.0,4.0,13.0
2009,Third Circuit,Robbery,32.0,13.0,45.0,7.0,38.0
2009,Third Circuit,Aggravated Assault,247.0,88.0,335.0,100.0,235.0
2009,Third Circuit,Burglary,206.0,72.0,278.0,72.0,206.0
2009,Third Circuit,Larceny-Theft,373.0,132.0,505.0,134.0,371.0
2009,Third Circuit,Auto Theft,106.0,29.0,135.0,28.0,107.0
2009,Third Circuit,Part II,1782.0,568.0,2350.0,587.0,1763.0
2009,Third Circuit,Other Assaults,64.0,56.0,120.0,38.0,82.0
2009,Third Circuit,Arson,8.0,1.0,9.0,2.0,7.0
2009,Third Circuit,Forgery and Counterfeiting,77.0,10.0,87.0,13.0,74.0
2009,Third Circuit,Fraud,121.0,16.0,137.0,13.0,124.0
2009,Third Circuit,Embezzlement,1.0,,1.0,,1.0
2009,Third Circuit,Stolen Property,4.0,1.0,5.0,,5.0
2009,Third Circuit,Vandalism,62.0,32.0,94.0,16.0,78.0
2009,Third Circuit,Weapons,98.0,34.0,132.0,32.0,100.0
2009,Third Circuit,Prostitution,,,,,
2009,Third Circuit,Sex Offenses,44.0,21.0,65.0,23.0,42.0
2009,Third Circuit,Narcotic Drug Laws,822.0,195.0,1017.0,234.0,783.0
2009,Third Circuit,Gambling,3.0,1.0,4.0,1.0,3.0
2009,Third Circuit,Offenses Against Family & Children,45.0,40.0,85.0,40.0,45.0
2009,Third Circuit,Driving Under the Influence,16.0,14.0,30.0,14.0,16.0
2009,Third Circuit,Liquor Laws,2.0,1.0,3.0,1.0,2.0
2009,Third Circuit,Disorderly Conduct,5.0,,5.0,,5.0
2009,Third Circuit,All Other Offenses (Except Traffic),362.0,132.0,494.0,147.0,347.0
2009,Third Circuit,Traffic Offenses,48.0,14.0,62.0,13.0,49.0
2009,Fifth Circuit,TOTAL CASES,2917.0,963.0,3880.0,479.0,3401.0
2009,Fifth Circuit,Civil Actions,593.0,308.0,901.0,162.0,739.0
2009,Fifth Circuit,Contract,138.0,50.0,188.0,34.0,154.0
2009,Fifth Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",74.0,33.0,107.0,17.0,90.0
2009,Fifth Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",114.0,31.0,145.0,29.0,116.0
2009,Fifth Circuit,Condemnation,2.0,,2.0,1.0,1.0
2009,Fifth Circuit,Other Civil Action,265.0,194.0,459.0,81.0,378.0
2009,Fifth Circuit,District Court Transfers,,,,,
2009,Fifth Circuit,Probate Proceedings,449.0,101.0,550.0,49.0,501.0
2009,Fifth Circuit,Probate Intestate,58.0,11.0,69.0,2.0,67.0
2009,Fifth Circuit,Probate Testate,115.0,22.0,137.0,8.0,129.0
2009,Fifth Circuit,Special Administration,77.0,11.0,88.0,2.0,86.0
2009,Fifth Circuit,Small Estate,20.0,14.0,34.0,19.0,15.0
2009,Fifth Circuit,Informal Will,63.0,6.0,69.0,3.0,66.0
2009,Fifth Circuit,Other,116.0,37.0,153.0,15.0,138.0
2009,Fifth Circuit,Conservatorship/Guardianship Proceedings,306.0,20.0,326.0,11.0,315.0
2009,Fifth Circuit,Conservatorship/Guardianship,16.0,4.0,20.0,2.0,18.0
2009,Fifth Circuit,Conservatorship,34.0,16.0,50.0,3.0,47.0
2009,Fifth Circuit,Guardianship,256.0,,256.0,6.0,250.0
2009,Fifth Circuit,Trust Proceedings,14.0,4.0,18.0,1.0,17.0
2009,Fifth Circuit,Miscellaneous Proceedings,466.0,114.0,580.0,34.0,546.0
2009,Fifth Circuit,Mechanic's and Materialman's Lien,34.0,7.0,41.0,3.0,38.0
2009,Fifth Circuit,Other Special Proceedings,432.0,107.0,539.0,31.0,508.0
2009,Fifth Circuit,Criminal Actions @,1089.0,416.0,1505.0,222.0,1283.0
2009,Fifth Circuit,Part I,405.0,159.0,564.0,88.0,476.0
2009,Fifth Circuit,Murder & Non-Negligent Manslaughter,9.0,6.0,15.0,1.0,14.0
2009,Fifth Circuit,Negligent Homicide,1.0,6.0,7.0,1.0,6.0
2009,Fifth Circuit,Forcible Rape,13.0,3.0,16.0,1.0,15.0
2009,Fifth Circuit,Robbery,16.0,3.0,19.0,2.0,17.0
2009,Fifth Circuit,Aggravated Assault,128.0,37.0,165.0,32.0,133.0
2009,Fifth Circuit,Burglary,57.0,30.0,87.0,10.0,77.0
2009,Fifth Circuit,Larceny-Theft,153.0,59.0,212.0,33.0,179.0
2009,Fifth Circuit,Auto Theft,28.0,15.0,43.0,9.0,34.0
2009,Fifth Circuit,Part II,684.0,257.0,941.0,134.0,807.0
2009,Fifth Circuit,Other Assaults,44.0,20.0,64.0,12.0,52.0
2009,Fifth Circuit,Arson,2.0,6.0,8.0,1.0,7.0
2009,Fifth Circuit,Forgery and Counterfeiting,28.0,3.0,31.0,2.0,29.0
2009,Fifth Circuit,Fraud,22.0,4.0,26.0,7.0,19.0
2009,Fifth Circuit,Embezzlement,,,,,
2009,Fifth Circuit,Stolen Property,2.0,1.0,3.0,,3.0
2009,Fifth Circuit,Vandalism,19.0,9.0,28.0,6.0,22.0
2009,Fifth Circuit,Weapons,33.0,14.0,47.0,7.0,40.0
2009,Fifth Circuit,Prostitution,,,,,
2009,Fifth Circuit,Sex Offenses,45.0,6.0,51.0,8.0,43.0
2009,Fifth Circuit,Narcotic Drug Laws,267.0,110.0,377.0,56.0,321.0
2009,Fifth Circuit,Gambling,,,,,
2009,Fifth Circuit,Offenses Against Family & Children,25.0,14.0,39.0,6.0,33.0
2009,Fifth Circuit,Driving Under the Influence,5.0,4.0,9.0,2.0,7.0
2009,Fifth Circuit,Liquor Laws,,,,,
2009,Fifth Circuit,Disorderly Conduct,2.0,1.0,3.0,,3.0
2009,Fifth Circuit,All Other Offenses (Except Traffic),184.0,62.0,246.0,23.0,223.0
2009,Fifth Circuit,Traffic Offenses,6.0,3.0,9.0,4.0,5.0
2008,First Circuit,TOTAL CASES,22990.0,6608.0,29598.0,6696.0,22902.0
2008,First Circuit,Civil Actions,3561.0,2559.0,6120.0,2266.0,3854.0
2008,First Circuit,Contract,623.0,481.0,1104.0,445.0,659.0
2008,First Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",771.0,510.0,1281.0,543.0,738.0
2008,First Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",781.0,405.0,1186.0,410.0,776.0
2008,First Circuit,Condemnation,17.0,3.0,20.0,5.0,15.0
2008,First Circuit,Other Civil Action,1334.0,1140.0,2474.0,839.0,1635.0
2008,First Circuit,District Court Transfers,35.0,20.0,55.0,24.0,31.0
2008,First Circuit,Probate Proceedings,4432.0,691.0,5123.0,476.0,4647.0
2008,First Circuit,Probate Intestate,95.0,13.0,108.0,15.0,93.0
2008,First Circuit,Probate Testate,477.0,55.0,532.0,16.0,516.0
2008,First Circuit,Special Administration,1817.0,267.0,2084.0,168.0,1916.0
2008,First Circuit,Small Estate,6.0,4.0,10.0,1.0,9.0
2008,First Circuit,Informal Will,1739.0,251.0,1990.0,209.0,1781.0
2008,First Circuit,Other,298.0,101.0,399.0,50.0,349.0
2008,First Circuit,Conservatorship/Guardianship Proceedings,5037.0,144.0,5181.0,139.0,5042.0
2008,First Circuit,Conservatorship/Guardianship,55.0,26.0,81.0,2.0,79.0
2008,First Circuit,Conservatorship,336.0,118.0,454.0,51.0,403.0
2008,First Circuit,Guardianship,4646.0,,4646.0,86.0,4560.0
2008,First Circuit,Trust Proceedings,802.0,149.0,951.0,43.0,908.0
2008,First Circuit,Miscellaneous Proceedings,1512.0,724.0,2236.0,1505.0,731.0
2008,First Circuit,Land Court,32.0,6.0,38.0,9.0,29.0
2008,First Circuit,Tax Appeal Court,334.0,126.0,460.0,87.0,373.0
2008,First Circuit,Mechanic's and Materialman's Lien,101.0,69.0,170.0,111.0,59.0
2008,First Circuit,Other Special Proceedings,1045.0,523.0,1568.0,1298.0,270.0
2008,First Circuit,Criminal Actions @,7646.0,2341.0,9987.0,2267.0,7720.0
2008,First Circuit,Part I,3207.0,1066.0,4273.0,953.0,3320.0
2008,First Circuit,Murder & Non-Negligent Manslaughter,69.0,29.0,98.0,16.0,82.0
2008,First Circuit,Negligent Homicide,40.0,17.0,57.0,12.0,45.0
2008,First Circuit,Forcible Rape,42.0,10.0,52.0,11.0,41.0
2008,First Circuit,Robbery,232.0,101.0,333.0,101.0,232.0
2008,First Circuit,Aggravated Assault,618.0,225.0,843.0,196.0,647.0
2008,First Circuit,Burglary,407.0,165.0,572.0,117.0,455.0
2008,First Circuit,Larceny-Theft,1100.0,369.0,1469.0,279.0,1190.0
2008,First Circuit,Auto Theft,699.0,150.0,849.0,221.0,628.0
2008,First Circuit,Part II,4439.0,1275.0,5714.0,1314.0,4400.0
2008,First Circuit,Other Assaults,352.0,83.0,435.0,86.0,349.0
2008,First Circuit,Arson,8.0,7.0,15.0,3.0,12.0
2008,First Circuit,Forgery and Counterfeiting,324.0,41.0,365.0,54.0,311.0
2008,First Circuit,Fraud,232.0,23.0,255.0,25.0,230.0
2008,First Circuit,Embezzlement,1.0,,1.0,,1.0
2008,First Circuit,Stolen Property,11.0,,11.0,,11.0
2008,First Circuit,Vandalism,128.0,32.0,160.0,30.0,130.0
2008,First Circuit,Weapons,135.0,25.0,160.0,27.0,133.0
2008,First Circuit,Prostitution,7.0,1.0,8.0,1.0,7.0
2008,First Circuit,Sex Offenses,196.0,81.0,277.0,81.0,196.0
2008,First Circuit,Narcotic Drug Laws,1539.0,439.0,1978.0,497.0,1481.0
2008,First Circuit,Gambling,45.0,1.0,46.0,3.0,43.0
2008,First Circuit,Offenses Against Family & Children,99.0,67.0,166.0,58.0,108.0
2008,First Circuit,Driving Under the Influence,99.0,20.0,119.0,18.0,101.0
2008,First Circuit,Liquor Laws,35.0,16.0,51.0,16.0,35.0
2008,First Circuit,Disorderly Conduct,10.0,12.0,22.0,1.0,21.0
2008,First Circuit,All Other Offenses (Except Traffic),1015.0,364.0,1379.0,340.0,1039.0
2008,First Circuit,Traffic Offenses,203.0,63.0,266.0,66.0,200.0
2008,Second Circuit,TOTAL CASES,4229.0,1865.0,6094.0,1403.0,4691.0
2008,Second Circuit,Civil Actions,880.0,666.0,1546.0,516.0,1030.0
2008,Second Circuit,Contract,152.0,139.0,291.0,99.0,192.0
2008,Second Circuit,"Personal Injury or Property Damage or Both, Motor Vehicle",172.0,96.0,268.0,110.0,158.0
2008,Second Circuit,"Personal Injury or Property Damage or Both, Non-Motor Vehicle",188.0,107.0,295.0,102.0,193.0
2008,Second Circuit,Condemnation,8.0,,8.0,1.0,7.0
2008,Second Circuit,Other Civil Action,352.0,321.0,673.0,201.0,472.0
2008,Second Circuit,District Court Transfers,8.0,3.0,11.0,3.0,8.0
2008,Second Circuit,Probate Proceedings,820.0,222.0,1042.0,75.0,967.0
2008,Second Circuit,Probate Intestate,47.0,16.0,63.0,5.0,58.0
2008,Second Circuit,Probate Testate,78.0,23.0,101.0,7.0,94.0
2008,Second Circuit,Special Administration,241.0,68.0,309.0,5.0,304.0
2008,Second Circuit,Small Estate,23.0,16.0,39.0,5.0,34.0
2008,Second Circuit,Informal Will,292.0,27.0,319.0,10.0,309.0
2008,Second Circuit,Other,139.0,72.0,211.0,43.0,168.0
2008,Second Circuit,Conservatorship/Guardianship Proceedings,530.0,38.0,568.0,24.0,544.0
2008,Second Circuit,Conservatorship/Guardianship,10.0,5.0,15.0,,15.0
2008,Second Circuit,Conservatorship,54.0,33.0,87.0,9.0,78.0
2008,Second Circuit,Guardianship,466.0,,466.0,15.0,451.0
2008,Second Circuit,Trust Proceedings,73.0,11.0,84.0,1.0,83.0
2008,Second Circuit,Miscellaneous Proceedings,275.0,111.0,386.0,87.0,299.0
2008,Second Circuit,Mechanic's and Materialman's Lien,31.0,23.0,54.0,15.0,39.0
2008,Second Circuit,Other Special Proceedings,244.0,88.0,332.0,72.0,260.0
2008,Second Circuit,Criminal Actions @,1651.0,817.0,2468.0,700.0,1768.0
2008,Second Circuit,Part I,616.0,325.0,941.0,242.0,699.0
2008,Second Circuit,Murder & Non-Negligent Manslaughter,11.0,4.0,15.0,4.0,11.0
2008,Second Circuit,Negligent Homicide,9.0,3.0,12.0,4.0,8.0
2008,Second Circuit,Forcible Rape,6.0,2.0,8.0,,8.0
2008,Second Circuit,Robbery,14.0,6.0,20.0,6.0,14.0
2008,Second Circuit,Aggravated Assault,105.0,67.0,172.0,59.0,113.0
